isin,name,nse,bse,yahoo,industry_group,industry,price,mcap_cr
INE777F01014,Exicom Tele-Sys.,EXICOM,544133,EXICOM.NS,Electrical Equipment,Heavy Electrical Equipment,159.87,2223.47
INE600Y01019,Dynamic Cables,DYCL,540795,DYCL.NS,Industrial Products,Cables - Electricals,458.8,2223.28
INE1B3L01017,Shringar House,SHRINGARMS,544512,SHRINGARMS.NS,Consumer Durables,"Gems, Jewellery And Watches",230.52,2222.95
INE0KQN01018,Bajel Projects,BAJEL,544042,BAJEL.NS,Electrical Equipment,Heavy Electrical Equipment,191.78,2218.84
INE461D01028,HLE Glascoat,HLEGLAS,522215,HLEGLAS.NS,Industrial Manufacturing,Industrial Products,319,2215.61
INE586B01026,TajGVK Hotels,TAJGVK,532390,TAJGVK.NS,Leisure Services,Hotels & Resorts,350.4,2197.06
INE0OV601013,EMS,EMSLIMITED,543983,EMSLIMITED.NS,Other Utilities,Waste Management,394.35,2189.86
INE927X01018,Elcid Investment,ELCIDIN,503681,ELCIDIN.NS,Finance,Investment Company,109005,2180.1
INE500L01026,S H Kelkar & Co.,SHK,539450,SHK.NS,Chemicals & Petrochemicals,Specialty Chemicals,157.47,2179.71
INE1DV401010,Monolithisch Ind,MONOLITH,,MONOLITH.NS,Industrial Products,Electrodes & Refractories,999.4,2172.3
INE667G01023,Saksoft,SAKSOFT,590051,SAKSOFT.NS,IT - Software,Computers - Software & Consulting,163.52,2167.48
INE262A01018,HMT,HMT,500191,HMT.NS,Industrial Manufacturing,Industrial Products,60.79,2161.7
INE0YHV01011,OBSC Perfection,OBSCP,,OBSCP.NS,Auto Components,Auto Components & Equipments,835.2,2158.62
INE838B01021,Bharat Rasayan,BHARATRAS,590021,BHARATRAS.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1295,2152.43
INE932A01024,Pennar Industrie,PENIND,513228,PENIND.NS,Industrial Manufacturing,Industrial Products,158.8,2151.68
INE355A01028,Somany Ceramics,SOMANYCERA,531548,SOMANYCERA.NS,Consumer Durables,Ceramics,520.15,2133.28
INE229C01021,Sagar Cements,SAGCEM,502090,SAGCEM.NS,Cement & Cement Products,Cement & Cement Products,162.95,2129.88
INE438E01032,Sika Interplant,SIKA,523606,SIKA.NS,Aerospace & Defense,Aerospace & Defense,1002.7,2125.81
INE398A01010,Venky's (India),VENKEYS,523261,VENKEYS.NS,Food Products,Meat Products including Poultry,1507.4,2123.53
INE586V01016,TCI Express,TCIEXP,540212,TCIEXP.NS,Transport Services,Logistics Solution Provider,550.95,2118.08
INE08NE01025,Sanstar,SANSTAR,544217,SANSTAR.NS,Agricultural Food & other Products,Other Agricultural Products,105.75,2117.84
INE805C01028,K C P,KCP,590066,KCP.NS,Cement & Cement Products,Cement & Cement Products,163.83,2112.12
INE052I01032,Camlin Fine,CAMLINFINE,532834,CAMLINFINE.NS,Chemicals & Petrochemicals,Specialty Chemicals,109.45,2102.5
INE634A01018,Honda India,HONDAPOWER,522064,HONDAPOWER.NS,Industrial Manufacturing,Industrial Products,2068.3,2097.26
INE559R01029,Landmark Cars,LANDMARK,543714,LANDMARK.NS,Automobiles,Auto Dealer,504.95,2093.77
INE1EEM01017,Behari Lal Engg.,BLEL,544870,BLEL.NS,Industrial Products,Iron & Steel Products,494.95,2093.76
INE873D01024,Indoco Remedies,INDOCO,532612,INDOCO.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,226.29,2088.74
INE0R4701017,Alpex Solar,ALPEXSOLAR,,ALPEXSOLAR.NS,Electrical Equipment,Other Electrical Equipment,815.8,2083.8
INE045B01015,NELCO,NELCO,504112,NELCO.NS,IT - Hardware,Computers Hardware & Equipments,906.7,2069.09
INE06ZD01017,Shanti Gold,SHANTIGOLD,544459,SHANTIGOLD.NS,Consumer Durables,"Gems, Jewellery And Watches",269.58,2068.74
INE275B01026,Huhtamaki India,HUHTAMAKI,509820,HUHTAMAKI.NS,Industrial Products,Packaging,273.85,2068.17
INE323C01030,Indian Hume Pipe,INDIANHUME,504741,INDIANHUME.NS,Construction,Civil Construction,392.55,2068.02
INE109C01017,Arman Financial,ARMANFIN,531179,ARMANFIN.NS,Finance,Non Banking Financial Company (NBFC),1966.7,2067.94
INE0LGX01024,Insolation Ener,INA,543620,INA.NS,Power,Power Generation,93.79,2067.62
INE345A01011,Hind.Oil Explor.,HINDOILEXP,500186,HINDOILEXP.NS,Oil,Oil Exploration & Production,156.2,2065.64
INE415B01044,Marsons,MARSONS,517467,MARSONS.NS,Electrical Equipment,Heavy Electrical Equipment,119.56,2057.63
INE0Q7P01013,Kody Technolab,KODYTECH,,KODYTECH.NS,IT - Software,Computers - Software & Consulting,1435,2051.11
INE373T01047,Blue Cloud Soft.,BLUECLOUDS,539607,BLUECLOUDS.NS,IT - Software,Software Products,22.22,2051.09
INE0H5O01029,Windlas Biotech,WINDLAS,543329,WINDLAS.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,993.6,2050.42
INE068L01024,Cantabil Retail,CANTABIL,533267,CANTABIL.NS,Textiles & Apparels,Garments & Apparels,244.81,2047.54
INE074B01023,Paramount Comm.,PARACABLES,530555,PARACABLES.NS,Industrial Products,Cables - Electricals,62.5,2045.25
INE246B01019,Ramco Systems,RAMCOSYS,532370,RAMCOSYS.NS,IT - Software,Software Products,543.65,2043.94
INE495S01016,HPL Electric,HPL,540136,HPL.NS,Industrial Manufacturing,Industrial Products,317.45,2041.22
INE175A01038,Jain Irrigation,JISLJALEQS,500219,JISLJALEQS.NS,Industrial Products,Plastic Products - Industrial,27.86,2031.69
INE732S01012,Sakar Healthcare,SAKAR,,SAKAR.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,912.6,2030.53
INE0OLS01010,Vinyas Innovativ,VINYAS,,VINYAS.NS,Industrial Manufacturing,Industrial Products,1611.8,2028.41
INE075D01018,G M Breweries,GMBREW,507488,GMBREW.NS,Beverages,Breweries & Distilleries,887.25,2027.09
INE059B01024,Simplex Infra,SIMPLEXINF,523838,SIMPLEXINF.NS,Construction,Civil Construction,255.71,2022.55
INE903A01025,Jaykay Enter.,JAYKAY,500306,JAYKAY.NS,Aerospace & Defense,Aerospace & Defense,154.96,2018.93
INE782E01017,Hester Bios,HESTERBIO,524669,HESTERBIO.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,2367.8,2014.26
INE806C01018,TIL,TIL,505196,TIL.NS,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,243.15,1999.83
INE077F01035,GOCL Corpn.,GOCLCORP,506480,GOCLCORP.NS,Chemicals & Petrochemicals,Explosives,400.6,1985.87
INE304A01026,Mukand,MUKANDLTD,500460,MUKANDLTD.NS,Industrial Products,Iron & Steel Products,137.21,1982.62
INE900B01029,Kabra Extrusion,KABRAEXTRU,524109,KABRAEXTRU.NS,Industrial Manufacturing,Industrial Products,566.2,1980.16
INE08ZM01014,Greenpanel Inds.,GREENPANEL,542857,GREENPANEL.NS,Consumer Durables,Plywood Boards/ Laminates,160.97,1973.93
INE243D01012,BF Utilities,BFUTILITIE,532430,BFUTILITIE.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",523.85,1972.82
INE926B01016,Grand Oak Canyon,GRANDOAK,523862,GRANDOAK.NS,Finance,Non Banking Financial Company (NBFC),37.97,1970.2
INE0KL801015,DCX Systems,DCXINDIA,543650,DCXINDIA.NS,Aerospace & Defense,Aerospace & Defense,175.49,1954.72
INE0G5901015,Epack Durable,EPACK,544095,EPACK.NS,Consumer Durables,Household Appliances,202.8,1951.51
INE096B01018,Nucleus Soft.,NUCLEUS,531209,NUCLEUS.NS,IT - Software,Software Products,740.4,1949.13
INE752G01015,MSP Steel & Pow.,MSPL,532650,MSPL.NS,Industrial Products,Iron & Steel Products,34.3,1944.11
INE551C01044,Shukra Pharma.,SHUKRAPHAR,524632,SHUKRAPHAR.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,44.06,1936.94
INE0FRK01020,Motisons Jewel,MOTISONS,544053,MOTISONS.NS,Consumer Durables,"Gems, Jewellery And Watches",17,1933.76
INE0KKN01029,Rhetan TMT Ltd,RHETAN,543590,RHETAN.NS,Industrial Products,Iron & Steel Products,24.22,1930.03
INE0U4101014,Bluspring Enter.,BLUSPRING,544414,BLUSPRING.NS,Commercial Services & Supplies,Diversified Commercial Services,128.98,1928.28
INE059D01020,La Opala RG,LAOPALA,526947,LAOPALA.NS,Consumer Durables,Glass - Consumer,173.12,1921.63
INE108V01019,AWFIS Space,AWFIS,544181,AWFIS.NS,Commercial Services & Supplies,Diversified Commercial Services,268.2,1919.32
INE04AK01028,SBC Exports,SBC,542725,SBC.NS,Textiles & Apparels,Garments & Apparels,40.1,1909.52
INE0VTV01012,Anondita Medi.,ANONDITA,,ANONDITA.NS,Personal Products,Personal Care,1054.6,1907.41
INE05CZ01011,Ratnaveer Precis,RATNAVEER,543978,RATNAVEER.NS,Industrial Products,Iron & Steel Products,267.04,1907.38
INE985S01024,Team Lease Serv.,TEAMLEASE,539658,TEAMLEASE.NS,Commercial Services & Supplies,Diversified Commercial Services,1245.2,1902.84
INE0XNF01022,Ardee Industries,ARDEE,544860,ARDEE.NS,Diversified Metals,Diversified Metals,60.2,1897.51
INE451L01014,Mahamaya Steel,MAHASTEEL,513554,MAHASTEEL.NS,Industrial Products,Iron & Steel Products,1154.3,1897.02
INE02WG01024,Wonder Electric.,WEL,543449,WEL.NS,Consumer Durables,Household Appliances,141.27,1893.13
INE982F01036,Hathway Cable,HATHWAY,533162,HATHWAY.NS,Entertainment,TV Broadcasting & Software Production,10.68,1890.47
INE111F01024,Paushak,PAUSHAKLTD,532742,PAUSHAKLTD.NS,Chemicals & Petrochemicals,Specialty Chemicals,763.35,1882.19
INE800H01010,Omaxe,OMAXE,532880,OMAXE.NS,Realty,"Residential, Commercial Projects",102.55,1875.65
INE155Z01011,Macpower CNC,MACPOWER,,MACPOWER.NS,Industrial Manufacturing,Industrial Products,1874.8,1875.58
INE985W01018,Creative Newtech,CNL,544631,CNL.NS,Commercial Services & Supplies,Trading & Distributors,1247.7,1873.63
INE170I01016,Hinduja Global,HGS,532859,HGS.NS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),402.25,1871.28
INE760L01018,T B Z,TBZ,534369,TBZ.NS,Consumer Durables,"Gems, Jewellery And Watches",279.5,1865.12
INE015C01016,Tinna Rubber,TINNARUBR,530475,TINNARUBR.NS,Industrial Products,Rubber,1034.9,1864.45
INE742C01031,Jindal Drilling,JINDRILL,511034,JINDRILL.NS,Oil,Offshore Support Solution Drilling,642.75,1862.69
INE782X01033,Servotech Renew,SERVOTECH,,SERVOTECH.NS,Electrical Equipment,Other Electrical Equipment,82.45,1862.09
INE338A01024,Thirumalai Chem.,TIRUMALCHM,500412,TIRUMALCHM.NS,Chemicals & Petrochemicals,Commodity Chemicals,154.09,1857.6
INE0PB301013,Shipping Land,SCILAL,544142,SCILAL.NS,Finance,Investment Company,39.81,1854.35
INE425B01027,Brightcom Group,BCG,532368,BCG.NS,IT - Services,IT Enabled Services,9.15,1846.4
INE144Z01023,Tarsons Products,TARSONS,543399,TARSONS.NS,Healthcare Equipment & Supplies,Medical Equipment & Supplies,344.95,1835.35
INE14UN01029,Vidya Wires,VIDYAWIRES,544633,VIDYAWIRES.NS,Industrial Products,"Aluminium, Copper & Zinc Products",86.27,1834.9
INE0JR601024,Yatra Online,YATRA,543992,YATRA.NS,Leisure Services,"Tour, Travel Related Services",116.93,1834.82
INE598D01035,Algoquant Fin,ALGOQUANT,505725,ALGOQUANT.NS,Finance,Other Financial Services,65,1827.12
INE418H01029,Allcargo Logist.,ALLCARGO,532749,ALLCARGO.NS,Transport Services,Logistics Solution Provider,12.17,1822.8
INE08LI01020,Krsnaa Diagnost.,KRSNAA,543328,KRSNAA.NS,Healthcare Services,Healthcare Service Provider,561.65,1821.92
INE887E01022,NGL Fine Chem,NGLFINE,524774,NGLFINE.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,2947.7,1821.68
INE05TO01019,A C J K Exports,AEROPLANE,544743,AEROPLANE.NS,Agricultural Food & other Products,Other Agricultural Products,175.82,1820.64
INE264T01014,Capacit'e Infra.,CAPACITE,540710,CAPACITE.NS,Construction,Civil Construction,214.54,1815.1
INE0BJS01011,Go Fashion (I),GOCOLORS,543401,GOCOLORS.NS,Retailing,Speciality Retail,344.8,1813.51
INE618L01018,5paisa Capital,5PAISA,540776,5PAISA.NS,Capital Markets,Stockbroking & Allied,384.25,1801.45
INE07OG01012,NDR Auto Compon.,NDRAUTO,543214,NDRAUTO.NS,Auto Components,Auto Components & Equipments,756.1,1798.41
INE192H01020,GRM Overseas,GRMOVER,531449,GRMOVER.NS,Agricultural Food & other Products,Other Agricultural Products,86.71,1796.72
INE276C01014,EIH Assoc.Hotels,EIHAHOTELS,523127,EIHAHOTELS.NS,Leisure Services,Hotels & Resorts,294.7,1795.79
INE070D01027,Jai Corp,JAICORPLTD,512237,JAICORPLTD.NS,Industrial Products,Plastic Products - Industrial,102.22,1794.01
INE613C01026,Magellanic Cloud,MCLOUD,538891,MCLOUD.NS,IT - Software,Computers - Software & Consulting,30.27,1783.11
INE560K01014,PTC India Fin,PFS,533344,PFS.NS,Finance,Non Banking Financial Company (NBFC),27.76,1782.98
INE704B01017,RACL Geartech,RACLGEAR,520073,RACLGEAR.NS,Auto Components,Auto Components & Equipments,1512,1782.36
INE070I01018,Insecticid.India,INSECTICID,532851,INSECTICID.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,609.75,1774.24
INE00Q601028,Studds Accessor.,STUDDS,544599,STUDDS.NS,Auto Components,Auto Components & Equipments,450.15,1771.49
INE1RDG01013,PNGS Reva Diamo.,PNGSREVA,544718,PNGSREVA.NS,Consumer Durables,"Gems, Jewellery And Watches",555.8,1761.8
INE209B01025,Rico Auto Inds,RICOAUTO,520008,RICOAUTO.NS,Auto Components,Auto Components & Equipments,129.95,1758.22
INE127T01021,K.P. Energy,KPEL,539686,KPEL.NS,Power,Power Generation,259.3,1758
INE533A01012,Goodyear India,GOODYEAR,500168,GOODYEAR.NS,Auto Components,Tyres & Rubber Products,760.05,1753.44
INE661I01014,BGR Energy Sys.,BGRENERGY,532930,BGRENERGY.NS,Construction,Civil Construction,239,1724.66
INE131C01011,Disa India,DISAQ,500068,DISAQ.NS,Industrial Manufacturing,Industrial Products,11836,1721.2
INE572J01011,Spandana Sphoort,SPANDANA,542759,SPANDANA.NS,Finance,Microfinance Institutions,241.3,1720.59
INE0JVO01026,Garuda Cons,GARUDA,544271,GARUDA.NS,Construction,Civil Construction,183.95,1711.5
INE878K01010,BF Investment,BFINVEST,533303,BFINVEST.NS,Finance,Holding Company,451.55,1700.54
INE793A01012,Accelya Solution,ACCELYA,532268,ACCELYA.NS,IT - Software,Computers - Software & Consulting,1138.6,1699.5
INE103C01036,SMC Global Sec.,SMCGLOBAL,543263,SMCGLOBAL.NS,Capital Markets,Stockbroking & Allied,81.13,1698.86
INE877V01027,Suraksha Diagno.,SURAKSHA,544293,SURAKSHA.NS,Healthcare Services,Healthcare Service Provider,325.8,1696.79
INE153A01019,M T N L,MTNL,500108,MTNL.NS,Telecom - Services,Telecom - Cellular & Fixed line services,26.82,1689.66
INE428Q01011,Suryoday Small,SURYODAY,543279,SURYODAY.NS,Banks,Other Bank,158.84,1688.42
INE716F01012,Indokem,INDOKEM,504092,INDOKEM.NS,Chemicals & Petrochemicals,Specialty Chemicals,600.85,1675.67
INE285B01017,SpiceJet,SPICEJET,500285,SPICEJET.NS,Transport Services,Airline,10.96,1672.61
INE0I0T01010,Virtuoso Optoel.,VOEPL,543597,VOEPL.NS,Consumer Durables,Diversified consumer products,488.05,1671.62
INE349W01017,Avadh Sugar,AVADHSUGAR,540649,AVADHSUGAR.NS,Agricultural Food & other Products,Sugar,834.8,1671.14
INE200D01020,Media Matrix,MMWL,512267,MMWL.NS,Entertainment,"Film Production, Distribution & Exhibition",14.75,1670.79
INE05AN01011,Hindware Home In,HINDWAREAP,542905,HINDWAREAP.NS,Consumer Durables,Sanitary Ware,198.63,1661.47
INE106T01025,Hi-Tech Pipes,HITECH,543411,HITECH.NS,Industrial Products,Iron & Steel Products,81.37,1652.69
INE597J01018,Shalby,SHALBY,540797,SHALBY.NS,Healthcare Services,Hospital,152.96,1652.12
INE898S01029,Aurum Proptech,AURUM,539289,AURUM.NS,IT - Services,IT Enabled Services,227.82,1642.9
INE803D01021,Indo Borax & Ch.,INDOBORAX,524342,INDOBORAX.NS,Chemicals & Petrochemicals,Commodity Chemicals,511.85,1642.53
INE632C01026,Vidhi Specialty,VIDHIING,531717,VIDHIING.NS,Chemicals & Petrochemicals,Specialty Chemicals,328.55,1640.94
INE937A01023,SPML Infra,SPMLINFRA,500402,SPMLINFRA.NS,Construction,Civil Construction,192.94,1636.98
INE156A01020,Indo Rama Synth.,INDORAMA,500207,INDORAMA.NS,Textiles & Apparels,Other Textile Products,62.69,1636.92
INE274C01019,Wendt India,WENDT,505412,WENDT.NS,Industrial Products,Abrasives & Bearings,8182.5,1636.5
INE01R501028,Vikran Engg.,VIKRAN,544496,VIKRAN.NS,Construction,Civil Construction,63.04,1625.87
INE0LRY01011,Quadrant Future,QUADFUTURE,544336,QUADFUTURE.NS,Industrial Products,Cables - Electricals,405.35,1621.4
INE0D6701023,India Pesticides,IPL,543311,IPL.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,140.27,1615.4
INE0OWZ01020,MV Electrosystems,MVELECTRO,544851,MVELECTRO.NS,Industrial Manufacturing,Industrial Products,591.15,1612.82
INE542Z01028,Kapston Services,KAPSTON,,KAPSTON.NS,Commercial Services & Supplies,Diversified Commercial Services,528.2,1607.43
INE525F01025,Balmer Law. Inv.,BLIL,532485,BLIL.NS,Finance,Holding Company,71.89,1595.76
INE016Q01014,Ceinsys Tech,CEINSYS,538734,CEINSYS.NS,IT - Software,Computers - Software & Consulting,758.65,1588.44
INE065D01027,Aeroflex Enter.,AEROENTER,511076,AEROENTER.NS,Industrial Products,Iron & Steel Products,140.07,1585.09
INE221H01019,GTL Infra.,GTLINFRA,532775,GTLINFRA.NS,Telecom - Services,Telecom - Infrastructure,1.23,1575.56
INE056801025,Ivalue Infosolut,IVALUE,544523,IVALUE.NS,IT - Services,IT Enabled Services,286.8,1570.33
INE124G01033,Delta Corp,DELTACORP,532848,DELTACORP.NS,Leisure Services,Amusement Parks/ Other Recreation,58.62,1569.67
INE08N601015,M & B Engineer.,MBEL,544470,MBEL.NS,Construction,Civil Construction,273.75,1564.77
INE207H01018,Guj.Nat.Resour.,GNRL,513536,GNRL.NS,Oil,Oil Exploration & Production,101.9,1563.17
INE048B01035,Jagsonpal Pharma,JAGSNPHARM,507789,JAGSNPHARM.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,236.54,1559.5
INE910C01018,TTK Healthcare,TTKHLTCARE,507747,TTKHLTCARE.NS,Diversified,Diversified,1102.5,1557.87
INE098F01031,Amrutanjan Healt,AMRUTANJAN,590006,AMRUTANJAN.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,536.35,1550.62
INE0HLU01028,One Mobikwik,MOBIKWIK,544305,MOBIKWIK.NS,Financial Technology (Fintech),Financial Technology (Fintech),196.81,1549.82
INE325C01035,Dollar Industrie,DOLLAR,541403,DOLLAR.NS,Textiles & Apparels,Garments & Apparels,273.2,1549.48
INE519C01017,Summit Securitie,SUMMITSEC,533306,SUMMITSEC.NS,Finance,Investment Company,1420.2,1548.27
INE250K01012,D-Link India,DLINKINDIA,533146,DLINKINDIA.NS,IT - Hardware,Computers Hardware & Equipments,435.75,1547.12
INE0YU901016,Danish Power,DANISH,,DANISH.NS,Electrical Equipment,Heavy Electrical Equipment,783.65,1543.13
INE972A01020,Kothari Indl,KOTIC,509732,KOTIC.NS,Consumer Durables,Leather And Leather Products,142.77,1542.23
INE711A01022,Walchan. Inds.,WALCHANNAG,507410,WALCHANNAG.NS,Industrial Manufacturing,Industrial Products,227.09,1542.04
INE071D01033,Menon Bearings,MENONBE,523828,MENONBE.NS,Auto Components,Auto Components & Equipments,274.64,1539.08
INE0J5601015,Krishna Defence,KRISHNADEF,,KRISHNADEF.NS,Aerospace & Defense,Aerospace & Defense,1026.8,1534.83
INE480C01038,Som Distilleries,SDBL,507514,SDBL.NS,Beverages,Breweries & Distilleries,73.74,1533.06
INE0CT101020,Meghmani Organi.,MOL,543331,MOL.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,60.26,1532.5
INE898Q01015,Meghna Infracon,MIIL,538668,MIIL.NS,Realty,"Residential, Commercial Projects",704.6,1530.66
INE344S01016,InfoBeans Tech.,INFOBEAN,543644,INFOBEAN.NS,IT - Software,Computers - Software & Consulting,157.5,1527.35
INE133Y01011,IFGL Refractori.,IFGLEXPOR,540774,IFGLEXPOR.NS,Industrial Products,Electrodes & Refractories,211.77,1526.41
INE193B01039,AYM Syntex,AYMSYNTEX,508933,AYMSYNTEX.NS,Textiles & Apparels,Other Textile Products,258.2,1517.9
INE312C01025,Syncom Formul.,SYNCOMF,524470,SYNCOMF.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,16.14,1517.16
INE572D01014,Frontier Springs,FRONTSP,522195,FRONTSP.NS,Auto Components,Auto Components & Equipments,1278.4,1510.5
INE184O01015,Diffusion Eng,DIFFNKG,544264,DIFFNKG.NS,Industrial Products,Other Industrial Products,401.45,1502.48
INE0LOJ01019,IKIO Tech,IKIO,543923,IKIO.NS,Consumer Durables,Consumer Electronics,191.66,1481.16
INE840Y01029,One Point One,ONEPOINT,544748,ONEPOINT.NS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),56.17,1476.92
INE204A01010,I G Petrochems,IGPL,500199,IGPL.NS,Chemicals & Petrochemicals,Commodity Chemicals,475.2,1463.37
INE278M01019,Navkar Corporat.,NAVKARCORP,539332,NAVKARCORP.NS,Transport Services,Logistics Solution Provider,97.04,1460.64
INE073G01016,Assoc.Alcohols,ASALCBR,507526,ASALCBR.NS,Beverages,Breweries & Distilleries,726.45,1458.65
INE0Q5D01013,Accent Microcell,ACCENTMIC,,ACCENTMIC.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,605.05,1451.46
INE0U4701011,Digitide Solutio,DIGITIDE,544413,DIGITIDE.NS,IT - Services,IT Enabled Services,97.01,1446.52
INE784R01023,Arfin India,ARFIN,539151,ARFIN.NS,Non - Ferrous Metals,Aluminium,85.62,1444.6
INE851I01011,Updater Services,UDS,543996,UDS.NS,Commercial Services & Supplies,Diversified Commercial Services,215.67,1443.98
INE630A01024,Seshasayee Paper,SESHAPAPER,502450,SESHAPAPER.NS,"Paper, Forest & Jute Products",Paper & Paper Products,228.84,1443.25
INE265B01019,Nitta Gelatin,NITTAGELA,506532,NITTAGELA.NS,Chemicals & Petrochemicals,Specialty Chemicals,1584.6,1438.82
INE419D01026,Chamanlal Setia,CLSEL,530307,CLSEL.NS,Agricultural Food & other Products,Other Agricultural Products,288.35,1433.84
INE859A01011,PNB Gilts,PNBGILTS,532366,PNBGILTS.NS,Finance,Investment Company,79.65,1433.78
INE415D01024,Bharat Seats,BHARATSE,523229,BHARATSE.NS,Auto Components,Auto Components & Equipments,228.19,1433.03
INE0SCO01019,Divine Power,DPEL,,DPEL.NS,Industrial Products,Cables - Electricals,570.4,1424.01
INE390G01014,GPT Infraproject,GPTINFRA,533761,GPTINFRA.NS,Construction,Civil Construction,112.41,1420.46
INE0KGZ01021,Signpost India,SIGNPOST,544117,SIGNPOST.NS,Media,Advertising & Media Agencies,264.65,1414.55
INE722H01024,Renaiss. Global,RGL,532923,RGL.NS,Consumer Durables,"Gems, Jewellery And Watches",131.26,1409.32
INE225B01021,Fermenta Biotec.,FERMENTA,506414,FERMENTA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,478.35,1407.83
INE277B01014,Punjab Chemicals,PUNJABCHEM,506618,PUNJABCHEM.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1148,1407.45
INE022I01019,Asian Granito,ASIANTILES,532888,ASIANTILES.NS,Consumer Durables,Ceramics,47.41,1405.59
INE188B01013,Igarashi Motors,IGARASHI,517380,IGARASHI.NS,Auto Components,Auto Components & Equipments,444.1,1397.81
